Kontonr.,Kontonavn,Moms,Type
35304,Leverandører af varer og tjenesteydelser 3,,P
35305,Leverandører af varer og tjenesteydelser 4,,P
35306,Leverandører af varer og tjenesteydelser 5,,P
35307,Leverandører af varer og tjenesteydelser 6,,P
35308,Leverandører af varer og tjenesteydelser 7,,P
35309,Leverandører af varer og tjenesteydelser 8,,P
35310,Leverandører af varer og tjenesteydelser 9,,P
35311,Leverandører af varer og tjenesteydelser 10,,P
35312,Leverandører af varer og tjenesteydelser 11,,P
35313,Leverandører af varer og tjenesteydelser 12,,P
35314,Leverandører af varer og tjenesteydelser 13,,P
35315,Leverandører af varer og tjenesteydelser 14,,P
35316,Leverandører af varer og tjenesteydelser 15,,P
35317,Leverandører af varer og tjenesteydelser 16,,P
35318,Leverandører af varer og tjenesteydelser 17,,P
35319,Leverandører af varer og tjenesteydelser 18,,P
35320,Leverandører af varer og tjenesteydelser 19,,P
35321,Leverandører af varer og tjenesteydelser 20,,P
35322,Leverandører af varer og tjenesteydelser 21,,P
35323,Leverandører af varer og tjenesteydelser 22,,P
35324,Leverandører af varer og tjenesteydelser 23,,P
35325,Leverandører af varer og tjenesteydelser 24,,P
35326,Leverandører af varer og tjenesteydelser 25,,P
35327,Leverandører af varer og tjenesteydelser 26,,P
35328,Leverandører af varer og tjenesteydelser 27,,P
35329,Leverandører af varer og tjenesteydelser 28,,P
35330,Leverandører af varer og tjenesteydelser 29,,P
35331,Leverandører af varer og tjenesteydelser 30,,P
35332,Leverandører af varer og tjenesteydelser 31,,P
35333,Leverandører af varer og tjenesteydelser 32,,P
35341,Skyldig revisor,,P
35342,Skyldige omkostninger,,P
35343,Skyldige omkostninger 2,,P
35344,Skyldige omkostninger 3,,P
35345,Skyldige omkostninger 4,,P
35346,Skyldige omkostninger 5,,P
35399,Leverandører af varer og tjenesteydelser i alt,,SumFra5
35400,Gæld til tilknyttede virksomheder,,Overskrift5
35401,Gæld til tilknyttede virksomheder,,P
35402,Gæld til tilknyttede virksomheder 2,,P
35403,Gæld til tilknyttede virksomheder 3,,P
35404,Gæld til tilknyttede virksomheder 4,,P
35405,Gæld til tilknyttede virksomheder 5,,P
35499,Gæld til tilknyttede virksomheder i alt,,SumFra5
35500,Gæld til associerede virksomheder,,Overskrift5
35501,Gæld til associerede virksomheder,,P
35502,Gæld til associerede virksomheder 2,,P
35503,Gæld til associerede virksomheder 3,,P
35504,Gæld til associerede virksomheder 4,,P
35505,Gæld til associerede virksomheder 5,,P
35579,Gæld til associerede virksomheder i alt,,SumFra5
35580,Gæld til joint ventures,,Overskrift5
35581,Gæld til joint ventures (kortfristet),,P
35582,Gæld til joint ventures 2,,P
35583,Gæld til joint ventures 3,,P
35584,Gæld til joint ventures 4,,P
35585,Gæld til joint ventures 5,,P
35599,Gæld til joint ventures i alt,,SumFra5
35600,Gæld til ejere og ledelse,,Overskrift5
35601,Gæld til ejere og ledelse (kortfristet),,P
35602,Gæld til ejere og ledelse 2,,P
35603,Gæld til ejere og ledelse 3,,P
35604,Gæld til ejere og ledelse 4,,P
35605,Gæld til ejere og ledelse 5,,P
35659,Gæld til ejere og ledelse i alt,,SumFra5
35660,Leasingforpligtelser,,Overskrift5
35661,Leasingforpligtelser,,P
35662,Leasingforpligtelser 2,,P
35663,Leasingforpligtelser 3,,P
35664,Leasingforpligtelser 4,,P
35665,Leasingforpligtelser 5,,P
35669,Leasingforpligtelser i alt,,SumFra5
35670,Ansvarlig lånekapital,,Overskrift5
35671,Ansvarlig lånekapital,,P
35672,Ansvarlig lånekapital 2,,P
35673,Ansvarlig lånekapital 3,,P
35674,Ansvarlig lånekapital 4,,P
35675,Ansvarlig lånekapital 5,,P
35679,Ansvarlig lånekapital i alt,,SumFra5
35680,Negativ goodwill,,Overskrift5
35681,Negativ goodwill,,P
35682,Negativ goodwill 2,,P
35683,Negativ goodwill 3,,P
35684,Negativ goodwill 4,,P
35685,Negativ goodwill 5,,P
35689,Negativ goodwill i alt,,SumFra5
35690,Deposita,,Overskrift5
35691,Deposita Deposita (kortfristet gæld),,P
35692,Deposita 2,,P
35693,Deposita 3,,P
35694,Deposita 4,I25,P
35695,Deposita 5,I25,P
35699,Deposita i alt,,SumFra5
35700,Selskabsskat,,Overskrift5
35701,Selskabsskat,,P
35702,Rentetillæg restskat,,P
35703,Rentegodtgørelse restskat,,P
35704,Betalt restskat vedrørende tidligere regnskabsår,,P
35705,Skat af årets resultat,,P
35706,Betalt acontoskat,,P
35707,Betalt ordinær acontoskat 20. marts,,P
35708,Betalt friillig acontoskat 20. marts,,P
35709,Rentegodtgørelse friillig acontoskat 20. marts,,P
35710,Betalt ordinær acontoskat 20. november,,P
35711,Betalt friillig acontoskat 20. november,,P
35712,Rentetillæg friillig acontoskat 20. november,,P
35713,Betalt ordinær acontoskat 1. februar,,P
35714,Rentetillæg friillig acontoskat 1. februar,,P
35715,Betalt udbytteskat,,P
35716,Betalt udenlandsk skat,,P
35731,Selskabsskat overført til langfristet gæld,,P
35732,Selskabsskat overført til tilgodehavender,,P
35733,Sambeskatningsbidrag,,P
35734,Selskabsskat udland,,P
37998,Selskabsskat i alt,,SumFra5
37999,Anden gæld,,Overskrift5
38000,Moms og afgifter,,Overskrift6
38001,"Skyldig moms, primo",,P
38011,Udgående moms,,P
38012,Moms af EU varekøb (erhvervelsesmoms),,P
38013,Importmoms,,P
38014,Moms af køb af ydelser i EU med omvendt betalingspligt,,P
38015,Moms af køb af ydelser i ej-EU med omvendt betalingspligt,,P
38021,Indgående moms,,P
38022,Modkonto moms af EU varekøb (erhvervelsesmoms),,P
38023,Modkonto importmoms,,P
38024,Modkonto moms af køb af ydelser i EU med omvendt betalingspligt,,P
38025,Modkonto moms af køb af ydelser i ej-EU med omvendt betalingspligt,,P
38026,Manuel indgående moms,,P
38027,Brugtmoms,,P
38031,Olieafgift,,P
38032,El-afgift,,P
38033,Gasafgift,,P
38034,Kulafgift,,P
38035,CO2-afgift,,P
38036,Vandafgift,,P
38037,Afregnet moms,,P
38038,Overført til aktiver,,P
38039,CO2-afgift 2,,P
38099,Moms og afgifter i alt,,SumFra6
38100,Skatter og sociale bidrag,,Overskrift6
38101,Skyldig A-skat,,P
38102,Skyldigt AM-bidrag,,P
38103,Skyldig ATP,,P
38104,Skyldig SH-betaling,,P
38105,Skyldigt SP-bidrag,,P
38106,Skyldige feriepenge,,P
38107,Skyldige sociale bidrag,,P
38108,Skyldig AUB,,P
38109,Skyldige AES,,P
38110,Skyldig Barsel.dk,,P
38111,Skyldigt Finansieringsbidrag (FIB),,P
38112,Skyldigt AFU,,P
38113,Andre skyldige skatter og sociale bidrag,,P
38114,Skyldig lønsumsafgift,,P
38115,Skyldig feriefond,,P
38199,Skatter og sociale bidrag i alt,,SumFra6
38200,Anden gæld i øvrigt,,Overskrift6
38201,Skyldig løn og gage,,P
38202,Skyldigt bestyrelseshonorar,,P
38203,Skyldigt tantieme,,P
38204,Skyldig overtidsbetaling / flex,,P
38205,Skyldige pensionsindbetalinger,,P
38206,Skattekontoen,,P
38207,Forudbetalinger for varer,,P
38208,Forudbetalinger for varer tilknyttede virksomheder,,P
38209,Afsat skyldig feriepengeforpligtelse,,P
38210,Kortfristede uddelingsforpligtelser,,P
38211,Skyldige udlæg,,P
38221,Andre skyldige omkostninger,,P
38222,Andre skyldige omkostninger 2,,P
38223,Andre skyldige omkostninger 3,,P
38224,Andre skyldige omkostninger 4,,P
38225,Andre skyldige omkostninger 5,,P
38226,Anden gæld,,P
38227,Anden gæld 2,,P
38228,Anden gæld 3,,P
38229,Anden gæld 4,,P
38230,Anden gæld 5,,P
38231,Anden gæld 6,,P
38232,Hensat vedligeholdelse Grundejernes Investeringsfond,,P
38233,Skyldige renter,,P
38241,"Skyldig, varmeregnskab",,P
38242,"Skyldig, andre forbrugsregnskaber",,P
38243,"Anden gæld, udlejning 1",,P
38244,"Anden gæld, udlejning 2",,P
38245,"Anden gæld, udlejning 3",,P
38246,Gældsstyrelsen,,P
38298,Andre skyldige omkostninger i alt,,SumFra6
38299,Anden gæld i alt,,SumFra5
38300,Periodeafgrænsningsposter,,Overskrift5
38301,Periodeafgrænsningsposter (kortfristet gæld),,P
38302,Periodeafgrænsningsposter 2,,P
38303,Periodeafgrænsningsposter 3,,P
38304,Periodeafgrænsningsposter 4,,P
38305,Periodeafgrænsningsposter 5,,P
38306,Periodeafgrænsningsposter 6,,P
38307,Periodeafgrænsningsposter 7,,P
38308,Vendekonto 1,,P
38309,Vendekonto depot / bank,,P
38310,Vendekonto bank,,P
38311,Vendekonto skattekonto,,P
38999,Periodeafgrænsningsposter i alt,,SumFra5
39000,Analyse-/ fejlkonto,,Overskrift5
39995,Analyse-/ fejlkonto,,P
39996,Analyse-/ fejlkonto i alt,,SumFra5
39997,Kortfristede gældsforpligtelser i alt,,SumFra4
39998,Gældsforpligtelser i alt,,SumFra3
39999,Passiver i alt,,SumFra2
